source,target,source_type,target_type,id_type_a,id_type_b,interaction_type,resource,mor,locations,attrs
frozenset({'Q9HB03'}),CHEBI:52370,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2215'}"
frozenset({'A1L3X0'}),CHEBI:52370,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2215'}"
frozenset({'Q9H5J4'}),CHEBI:52370,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2215'}"
frozenset({'Q9NXB9'}),CHEBI:52370,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2215'}"
CHEBI:64959,frozenset({'Q9P035'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
frozenset({'Q9P035'}),CHEBI:52975,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
CHEBI:64959,frozenset({'Q9BW72'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
frozenset({'Q9BW72'}),CHEBI:52975,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
CHEBI:64959,frozenset({'B0YJ81'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
frozenset({'B0YJ81'}),CHEBI:52975,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
CHEBI:64959,frozenset({'Q5VWC8'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
frozenset({'Q5VWC8'}),CHEBI:52975,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
CHEBI:64959,frozenset({'Q6Y1H2'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
frozenset({'Q6Y1H2'}),CHEBI:52975,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2218'}"
CHEBI:74307,frozenset({'O00767'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2289'}"
frozenset({'O00767'}),CHEBI:74308,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2289'}"
CHEBI:74307,frozenset({'Q86SK9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2289'}"
frozenset({'Q86SK9'}),CHEBI:74308,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2289'}"
CHEBI:15107,frozenset({'Q8N9I5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'DESAT18'}"
frozenset({'Q8N9I5'}),CHEBI:14685,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'DESAT18'}"
frozenset({'O00767'}),CHEBI:152050,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2296'}"
frozenset({'Q86SK9'}),CHEBI:152050,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2296'}"
CHEBI:74128,frozenset({'Q9NYP7'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2332'}"
CHEBI:74128,frozenset({'Q9BW60'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2332'}"
CHEBI:74128,frozenset({'Q9GZR5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2332'}"
CHEBI:74128,frozenset({'Q9HB03'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2332'}"
CHEBI:74128,frozenset({'A1L3X0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2332'}"
CHEBI:74128,frozenset({'Q9H5J4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2332'}"
CHEBI:74128,frozenset({'Q9NXB9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2332'}"
frozenset({'Q9P035'}),CHEBI:232758,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2336'}"
frozenset({'Q9BW72'}),CHEBI:232758,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2336'}"
frozenset({'B0YJ81'}),CHEBI:232758,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2336'}"
frozenset({'Q5VWC8'}),CHEBI:232758,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2336'}"
frozenset({'Q6Y1H2'}),CHEBI:232758,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2336'}"
CHEBI:14637,frozenset({'O00767'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2282'}"
CHEBI:14637,frozenset({'Q86SK9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2282'}"
frozenset({'Q9NYP7'}),CHEBI:76559,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2342'}"
frozenset({'Q9BW60'}),CHEBI:76559,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2342'}"
frozenset({'Q9GZR5'}),CHEBI:76559,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2342'}"
frozenset({'Q9HB03'}),CHEBI:76559,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2342'}"
frozenset({'A1L3X0'}),CHEBI:76559,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2342'}"
frozenset({'Q9H5J4'}),CHEBI:76559,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2342'}"
frozenset({'Q9NXB9'}),CHEBI:76559,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2342'}"
frozenset({'O00767'}),CHEBI:70712,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2284'}"
frozenset({'Q86SK9'}),CHEBI:70712,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2284'}"
CHEBI:76559,frozenset({'Q53GQ0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2343'}"
frozenset({'P06280'}),CHEBI:75186,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_0803'}"
frozenset({'Q9P035'}),CHEBI:76562,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2344'}"
frozenset({'Q9BW72'}),CHEBI:76562,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2344'}"
frozenset({'B0YJ81'}),CHEBI:76562,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2344'}"
frozenset({'Q5VWC8'}),CHEBI:76562,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2344'}"
frozenset({'Q6Y1H2'}),CHEBI:76562,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2344'}"
CHEBI:152050,frozenset({'Q9NYP7'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
frozenset({'Q9NYP7'}),CHEBI:232898,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
CHEBI:152050,frozenset({'Q9BW60'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
frozenset({'Q9BW60'}),CHEBI:232898,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
CHEBI:152050,frozenset({'Q9GZR5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
frozenset({'Q9GZR5'}),CHEBI:232898,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
CHEBI:152050,frozenset({'Q9HB03'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
frozenset({'Q9HB03'}),CHEBI:232898,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
CHEBI:152050,frozenset({'A1L3X0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
frozenset({'A1L3X0'}),CHEBI:232898,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
CHEBI:152050,frozenset({'Q9H5J4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
frozenset({'Q9H5J4'}),CHEBI:232898,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
CHEBI:152050,frozenset({'Q9NXB9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
frozenset({'Q9NXB9'}),CHEBI:232898,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2347'}"
CHEBI:14397,frozenset({'O00767'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'DESAT16'}"
CHEBI:14397,frozenset({'Q86SK9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'DESAT16'}"
CHEBI:232898,frozenset({'Q53GQ0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2348'}"
frozenset({'Q53GQ0'}),CHEBI:232893,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2348'}"
CHEBI:232892,frozenset({'Q9NZ01'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2350'}"
frozenset({'Q9NZ01'}),CHEBI:232891,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2350'}"
CHEBI:232892,frozenset({'Q5HYJ1'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2350'}"
frozenset({'Q5HYJ1'}),CHEBI:232891,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2350'}"
CHEBI:232891,frozenset({'Q9NYP7'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
frozenset({'Q9NYP7'}),CHEBI:232890,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
CHEBI:232891,frozenset({'Q9BW60'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
frozenset({'Q9BW60'}),CHEBI:232890,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
CHEBI:232891,frozenset({'Q9GZR5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
frozenset({'Q9GZR5'}),CHEBI:232890,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
CHEBI:232891,frozenset({'Q9HB03'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
frozenset({'Q9HB03'}),CHEBI:232890,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
CHEBI:232891,frozenset({'A1L3X0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
frozenset({'A1L3X0'}),CHEBI:232890,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
CHEBI:232891,frozenset({'Q9H5J4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
frozenset({'Q9H5J4'}),CHEBI:232890,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
CHEBI:232891,frozenset({'Q9NXB9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
frozenset({'Q9NXB9'}),CHEBI:232890,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2353'}"
CHEBI:74329,frozenset({'Q53GQ0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2541'}"
CHEBI:232890,frozenset({'Q53GQ0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2354'}"
frozenset({'Q53GQ0'}),CHEBI:232889,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2354'}"
CHEBI:14685,frozenset({'O60427'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2359'}"
frozenset({'O60427'}),CHEBI:14516,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2359'}"
CHEBI:14685,frozenset({'Q9Y5Q0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2359'}"
frozenset({'Q9Y5Q0'}),CHEBI:14516,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2359'}"
CHEBI:14516,frozenset({'Q9NYP7'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2361'}"
CHEBI:14516,frozenset({'Q9BW60'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2361'}"
CHEBI:14516,frozenset({'Q9GZR5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2361'}"
CHEBI:14516,frozenset({'Q9HB03'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2361'}"
CHEBI:14516,frozenset({'A1L3X0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2361'}"
CHEBI:14516,frozenset({'Q9H5J4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2361'}"
CHEBI:14516,frozenset({'Q9NXB9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2361'}"
frozenset({'Q9NZ01'}),CHEBI:78670,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2364'}"
frozenset({'Q5HYJ1'}),CHEBI:78670,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2364'}"
CHEBI:190750,frozenset({'P35354'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'HMR_2581'}"
frozenset({'P35354'}),CHEBI:133134,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2581'}"
CHEBI:190750,frozenset({'P23219'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'r')","{'reverse': False, 'reaction_id': 'HMR_2581'}"
frozenset({'P23219'}),CHEBI:133134,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2581'}"
CHEBI:190750,frozenset({'Q99426'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2581'}"
frozenset({'Q99426'}),CHEBI:133134,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2581'}"
frozenset({'P43155'}),CHEBI:14188,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': False, 'reaction_id': 'HMR_2604'}"
CHEBI:14188,frozenset({'P43155'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': True, 'reaction_id': 'HMR_2604'}"
frozenset({'P23786'}),CHEBI:14188,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': False, 'reaction_id': 'HMR_2604'}"
CHEBI:14188,frozenset({'P23786'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': True, 'reaction_id': 'HMR_2604'}"
CHEBI:192250,frozenset({'Q8IVM8'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': 'HMR_2609'}"
frozenset({'Q8IVM8'}),CHEBI:192250,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': True, 'reaction_id': 'HMR_2609'}"
CHEBI:192250,frozenset({'O15245'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': 'HMR_2609'}"
frozenset({'O15245'}),CHEBI:192250,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': True, 'reaction_id': 'HMR_2609'}"
CHEBI:192250,frozenset({'Q8N8R3'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': 'HMR_2609'}"
frozenset({'Q8N8R3'}),CHEBI:192250,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': True, 'reaction_id': 'HMR_2609'}"
CHEBI:192250,frozenset({'Q9H015'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': 'HMR_2609'}"
frozenset({'Q9H015'}),CHEBI:192250,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': True, 'reaction_id': 'HMR_2609'}"
CHEBI:78670,frozenset({'O95864'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2365'}"
CHEBI:78670,frozenset({'O60427'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D;KEGG,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2365'}"
CHEBI:78670,frozenset({'Q9Y5Q0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2365'}"
CHEBI:14516,frozenset({'O95864'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2368'}"
frozenset({'O95864'}),CHEBI:10574,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2368'}"
CHEBI:14516,frozenset({'O60427'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2368'}"
frozenset({'O60427'}),CHEBI:10574,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2368'}"
CHEBI:14516,frozenset({'Q9Y5Q0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2368'}"
frozenset({'Q9Y5Q0'}),CHEBI:10574,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2368'}"
CHEBI:20806,frozenset({'O95864'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2380'}"
frozenset({'O95864'}),CHEBI:13853,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2380'}"
CHEBI:20806,frozenset({'O60427'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2380'}"
frozenset({'O60427'}),CHEBI:13853,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2380'}"
CHEBI:20806,frozenset({'Q9Y5Q0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2380'}"
frozenset({'Q9Y5Q0'}),CHEBI:13853,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2380'}"
CHEBI:70712,frozenset({'P50416'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2620'}"
frozenset({'P50416'}),CHEBI:70712,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': True, 'reaction_id': 'HMR_2620'}"
CHEBI:70712,frozenset({'Q8TCG5'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2620'}"
frozenset({'Q8TCG5'}),CHEBI:70712,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': True, 'reaction_id': 'HMR_2620'}"
CHEBI:70712,frozenset({'Q92523'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2620'}"
frozenset({'Q92523'}),CHEBI:70712,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': True, 'reaction_id': 'HMR_2620'}"
frozenset({'Q9NYP7'}),CHEBI:73857,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2395'}"
frozenset({'Q9BW60'}),CHEBI:73857,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2395'}"
frozenset({'Q9GZR5'}),CHEBI:73857,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2395'}"
frozenset({'Q9HB03'}),CHEBI:73857,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2395'}"
frozenset({'A1L3X0'}),CHEBI:73857,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2395'}"
frozenset({'Q9H5J4'}),CHEBI:73857,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': 'HMR_2395'}"
